zone_id,zone_name,hour,time_period,is_peak_hour,zone_type,ev_count_estimate,traffic_score,existing_chargers,demand_growth_rate,transformer_capacity_kw,base_grid_load_kw,predicted_ev_load_kw,total_load_kw,load_ratio_after_ev,risk_level
Z011,Marathahalli,1,Night,False,mixed,5029,94,0,0.315,2112,1054.97,166.71,1221.68,0.578,Low
Z011,Marathahalli,2,Night,False,mixed,5029,94,0,0.315,2112,876.11,171.98,1048.1,0.496,Low
Z011,Marathahalli,3,Night,False,mixed,5029,94,0,0.315,2112,943.78,188.76,1132.54,0.536,Low
Z011,Marathahalli,4,Night,False,mixed,5029,94,0,0.315,2112,842.42,196.5,1038.92,0.492,Low
Z011,Marathahalli,5,Night,False,mixed,5029,94,0,0.315,2112,989.42,183.83,1173.25,0.556,Low
Z011,Marathahalli,6,Morning,False,mixed,5029,94,0,0.315,2112,1163.82,336.17,1499.99,0.71,Low
Z011,Marathahalli,7,Morning,False,mixed,5029,94,0,0.315,2112,1093.13,382.3,1475.44,0.699,Low
Z011,Marathahalli,8,Morning,False,mixed,5029,94,0,0.315,2112,1192.4,359.3,1551.7,0.735,Low
Z011,Marathahalli,9,Morning,False,mixed,5029,94,0,0.315,2112,1173.14,416.76,1589.9,0.753,Medium
Z011,Marathahalli,10,Day,False,mixed,5029,94,0,0.315,2112,1192.94,443.46,1636.41,0.775,Medium
Z011,Marathahalli,11,Day,False,mixed,5029,94,0,0.315,2112,1247.95,500.34,1748.29,0.828,Medium
Z011,Marathahalli,12,Day,False,mixed,5029,94,0,0.315,2112,1210.58,527.0,1737.58,0.823,Medium
Z011,Marathahalli,13,Day,False,mixed,5029,94,0,0.315,2112,1243.17,499.65,1742.82,0.825,Medium
Z011,Marathahalli,14,Day,False,mixed,5029,94,0,0.315,2112,1139.57,451.01,1590.58,0.753,Medium
Z011,Marathahalli,15,Day,False,mixed,5029,94,0,0.315,2112,1130.02,410.16,1540.18,0.729,Low
Z011,Marathahalli,16,Day,False,mixed,5029,94,0,0.315,2112,1155.42,491.11,1646.54,0.78,Medium
Z011,Marathahalli,17,Evening Peak,True,mixed,5029,94,0,0.315,2112,1458.29,716.92,2175.21,1.03,Critical
Z011,Marathahalli,18,Evening Peak,True,mixed,5029,94,0,0.315,2112,1316.84,765.56,2082.4,0.986,High
Z011,Marathahalli,19,Evening Peak,True,mixed,5029,94,0,0.315,2112,1356.43,766.71,2123.14,1.005,Critical
Z011,Marathahalli,20,Evening Peak,True,mixed,5029,94,0,0.315,2112,1379.37,766.43,2145.8,1.016,Critical
Z011,Marathahalli,21,Evening Peak,True,mixed,5029,94,0,0.315,2112,1466.87,773.93,2240.8,1.061,Critical
Z011,Marathahalli,22,Evening Peak,True,mixed,5029,94,0,0.315,2112,1519.43,639.75,2159.17,1.022,Critical
Z011,Marathahalli,23,Late Night,False,mixed,5029,94,0,0.315,2112,1052.66,315.04,1367.7,0.648,Low
Z012,Banashankari,0,Night,False,residential,4968,72,1,0.225,1075,368.89,174.45,543.34,0.505,Low
Z012,Banashankari,1,Night,False,residential,4968,72,1,0.225,1075,371.88,172.18,544.06,0.506,Low
Z012,Banashankari,2,Night,False,residential,4968,72,1,0.225,1075,411.03,254.35,665.38,0.619,Low
Z012,Banashankari,3,Night,False,residential,4968,72,1,0.225,1075,368.84,267.65,636.5,0.592,Low
Z012,Banashankari,4,Night,False,residential,4968,72,1,0.225,1075,349.08,196.75,545.83,0.508,Low
Z012,Banashankari,5,Night,False,residential,4968,72,1,0.225,1075,353.93,241.63,595.56,0.554,Low
Z012,Banashankari,6,Morning,False,residential,4968,72,1,0.225,1075,439.86,259.83,699.69,0.651,Low
Z012,Banashankari,7,Morning,False,residential,4968,72,1,0.225,1075,499.9,268.09,767.99,0.714,Low
Z012,Banashankari,8,Morning,False,residential,4968,72,1,0.225,1075,530.48,299.46,829.94,0.772,Medium
Z012,Banashankari,9,Morning,False,residential,4968,72,1,0.225,1075,467.7,250.69,718.39,0.668,Low
Z012,Banashankari,10,Day,False,residential,4968,72,1,0.225,1075,495.78,286.7,782.48,0.728,Low
Z012,Banashankari,11,Day,False,residential,4968,72,1,0.225,1075,467.18,259.03,726.21,0.676,Low
Z012,Banashankari,12,Day,False,residential,4968,72,1,0.225,1075,555.66,238.38,794.04,0.739,Low
Z012,Banashankari,13,Day,False,residential,4968,72,1,0.225,1075,522.54,254.55,777.09,0.723,Low
Z012,Banashankari,14,Day,False,residential,4968,72,1,0.225,1075,540.34,274.26,814.6,0.758,Medium
Z012,Banashankari,15,Day,False,residential,4968,72,1,0.225,1075,566.99,251.6,818.59,0.761,Medium
Z012,Banashankari,16,Day,False,residential,4968,72,1,0.225,1075,466.59,288.47,755.05,0.702,Low
Z012,Banashankari,17,Evening Peak,True,residential,4968,72,1,0.225,1075,585.03,584.76,1169.8,1.088,Critical
Z012,Banashankari,18,Evening Peak,True,residential,4968,72,1,0.225,1075,583.69,668.42,1252.11,1.165,Critical
Z012,Banashankari,19,Evening Peak,True,residential,4968,72,1,0.225,1075,642.27,555.23,1197.5,1.114,Critical
Z012,Banashankari,20,Evening Peak,True,residential,4968,72,1,0.225,1075,631.67,727.83,1359.5,1.265,Critical
Z012,Banashankari,21,Evening Peak,True,residential,4968,72,1,0.225,1075,591.43,746.72,1338.15,1.245,Critical
Z012,Banashankari,22,Evening Peak,True,residential,4968,72,1,0.225,1075,582.04,680.07,1262.12,1.174,Critical
Z012,Banashankari,23,Late Night,False,residential,4968,72,1,0.225,1075,444.45,419.66,864.11,0.804,Medium
Z013,HSR Layout,0,Night,False,residential,6651,84,9,0.223,1731,747.41,383.16,1130.57,0.653,Low
Z013,HSR Layout,1,Night,False,residential,6651,84,9,0.223,1731,901.92,248.71,1150.63,0.665,Low
Z013,HSR Layout,2,Night,False,residential,6651,84,9,0.223,1731,889.77,263.48,1153.25,0.666,Low
Z013,HSR Layout,3,Night,False,residential,6651,84,9,0.223,1731,808.13,358.27,1166.4,0.674,Low
Z013,HSR Layout,4,Night,False,residential,6651,84,9,0.223,1731,812.02,291.83,1103.85,0.638,Low
Z013,HSR Layout,5,Night,False,residential,6651,84,9,0.223,1731,853.54,303.76,1157.31,0.669,Low
Z013,HSR Layout,6,Morning,False,residential,6651,84,9,0.223,1731,1155.3,381.41,1536.71,0.888,Medium
Z013,HSR Layout,7,Morning,False,residential,6651,84,9,0.223,1731,1030.94,368.71,1399.65,0.809,Medium
Z013,HSR Layout,8,Morning,False,residential,6651,84,9,0.223,1731,983.19,417.07,1400.26,0.809,Medium
Z013,HSR Layout,9,Morning,False,residential,6651,84,9,0.223,1731,1159.65,348.02,1507.67,0.871,Medium
Z013,HSR Layout,10,Day,False,residential,6651,84,9,0.223,1731,1170.48,395.95,1566.43,0.905,High
Z013,HSR Layout,11,Day,False,residential,6651,84,9,0.223,1731,1047.63,315.45,1363.07,0.787,Medium
Z013,HSR Layout,12,Day,False,residential,6651,84,9,0.223,1731,1106.96,305.51,1412.48,0.816,Medium
Z013,HSR Layout,13,Day,False,residential,6651,84,9,0.223,1731,1109.88,426.16,1536.04,0.887,Medium
Z013,HSR Layout,14,Day,False,residential,6651,84,9,0.223,1731,1113.0,294.87,1407.86,0.813,Medium
Z013,HSR Layout,15,Day,False,residential,6651,84,9,0.223,1731,1068.28,410.9,1479.17,0.855,Medium
Z013,HSR Layout,16,Day,False,residential,6651,84,9,0.223,1731,1203.49,447.41,1650.89,0.954,High
Z013,HSR Layout,17,Evening Peak,True,residential,6651,84,9,0.223,1731,1382.03,724.22,2106.25,1.217,Critical
Z013,HSR Layout,18,Evening Peak,True,residential,6651,84,9,0.223,1731,1237.54,872.77,2110.3,1.219,Critical
Z013,HSR Layout,19,Evening Peak,True,residential,6651,84,9,0.223,1731,1358.14,946.73,2304.87,1.332,Critical
Z013,HSR Layout,20,Evening Peak,True,residential,6651,84,9,0.223,1731,1206.53,784.42,1990.95,1.15,Critical
Z013,HSR Layout,21,Evening Peak,True,residential,6651,84,9,0.223,1731,1359.51,958.77,2318.28,1.339,Critical
Z013,HSR Layout,22,Evening Peak,True,residential,6651,84,9,0.223,1731,1235.66,849.07,2084.73,1.204,Critical
Z013,HSR Layout,23,Late Night,False,residential,6651,84,9,0.223,1731,962.5,549.83,1512.33,0.874,Medium
Z014,KR Puram,0,Night,False,mixed,5067,87,3,0.205,2094,1007.65,179.74,1187.39,0.567,Low
Z014,KR Puram,1,Night,False,mixed,5067,87,3,0.205,2094,805.44,194.52,999.95,0.478,Low
Z014,KR Puram,2,Night,False,mixed,5067,87,3,0.205,2094,824.45,200.69,1025.14,0.49,Low
Z014,KR Puram,3,Night,False,mixed,5067,87,3,0.205,2094,840.26,243.8,1084.06,0.518,Low
Z014,KR Puram,4,Night,False,mixed,5067,87,3,0.205,2094,991.55,194.91,1186.46,0.567,Low
Z014,KR Puram,5,Night,False,mixed,5067,87,3,0.205,2094,841.02,176.18,1017.2,0.486,Low
Z014,KR Puram,6,Morning,False,mixed,5067,87,3,0.205,2094,1247.68,406.75,1654.43,0.79,Medium
Z014,KR Puram,7,Morning,False,mixed,5067,87,3,0.205,2094,1146.15,352.19,1498.34,0.716,Low
Z014,KR Puram,8,Morning,False,mixed,5067,87,3,0.205,2094,1150.69,328.67,1479.36,0.706,Low
Z014,KR Puram,9,Morning,False,mixed,5067,87,3,0.205,2094,1051.91,398.66,1450.57,0.693,Low
Z014,KR Puram,10,Day,False,mixed,5067,87,3,0.205,2094,1310.95,415.81,1726.76,0.825,Medium
Z014,KR Puram,11,Day,False,mixed,5067,87,3,0.205,2094,1131.74,401.41,1533.14,0.732,Low
Z014,KR Puram,12,Day,False,mixed,5067,87,3,0.205,2094,1110.4,520.03,1630.43,0.779,Medium
Z014,KR Puram,13,Day,False,mixed,5067,87,3,0.205,2094,1227.99,454.78,1682.78,0.804,Medium
Z014,KR Puram,14,Day,False,mixed,5067,87,3,0.205,2094,1209.67,442.75,1652.42,0.789,Medium
Z014,KR Puram,15,Day,False,mixed,5067,87,3,0.205,2094,1278.52,502.43,1780.95,0.851,Medium
Z014,KR Puram,16,Day,False,mixed,5067,87,3,0.205,2094,1118.55,521.97,1640.53,0.783,Medium
Z014,KR Puram,17,Evening Peak,True,mixed,5067,87,3,0.205,2094,1274.15,616.93,1891.07,0.903,High
Z014,KR Puram,18,Evening Peak,True,mixed,5067,87,3,0.205,2094,1411.8,721.24,2133.04,1.019,Critical
Z014,KR Puram,19,Evening Peak,True,mixed,5067,87,3,0.205,2094,1313.05,731.84,2044.89,0.977,High
Z014,KR Puram,20,Evening Peak,True,mixed,5067,87,3,0.205,2094,1415.72,543.02,1958.74,0.935,High
Z014,KR Puram,21,Evening Peak,True,mixed,5067,87,3,0.205,2094,1329.63,522.65,1852.28,0.885,Medium
Z014,KR Puram,22,Evening Peak,True,mixed,5067,87,3,0.205,2094,1293.12,556.97,1850.09,0.884,Medium
Z014,KR Puram,23,Late Night,False,mixed,5067,87,3,0.205,2094,972.34,370.01,1342.35,0.641,Low
Z015,Malleshwaram,0,Night,False,residential,5545,73,2,0.196,1616,611.54,241.71,853.25,0.528,Low
Z015,Malleshwaram,1,Night,False,residential,5545,73,2,0.196,1616,592.08,251.79,843.87,0.522,Low
Z015,Malleshwaram,2,Night,False,residential,5545,73,2,0.196,1616,552.56,212.29,764.85,0.473,Low
Z015,Malleshwaram,3,Night,False,residential,5545,73,2,0.196,1616,629.97,192.17,822.13,0.509,Low
Z015,Malleshwaram,4,Night,False,residential,5545,73,2,0.196,1616,637.11,283.44,920.56,0.57,Low
Z015,Malleshwaram,5,Night,False,residential,5545,73,2,0.196,1616,581.58,250.88,832.46,0.515,Low
Z015,Malleshwaram,6,Morning,False,residential,5545,73,2,0.196,1616,799.38,304.94,1104.32,0.683,Low
Z015,Malleshwaram,7,Morning,False,residential,5545,73,2,0.196,1616,715.65,324.98,1040.63,0.644,Low
Z015,Malleshwaram,8,Morning,False,residential,5545,73,2,0.196,1616,731.92,348.09,1080.01,0.668,Low
Z015,Malleshwaram,9,Morning,False,residential,5545,73,2,0.196,1616,753.17,289.97,1043.14,0.646,Low
Z015,Malleshwaram,10,Day,False,residential,5545,73,2,0.196,1616,759.78,224.28,984.06,0.609,Low
Z015,Malleshwaram,11,Day,False,residential,5545,73,2,0.196,1616,794.76,297.42,1092.18,0.676,Low
Z015,Malleshwaram,12,Day,False,residential,5545,73,2,0.196,1616,695.14,247.42,942.56,0.583,Low
Z015,Malleshwaram,13,Day,False,residential,5545,73,2,0.196,1616,811.78,302.38,1114.16,0.689,Low
Z015,Malleshwaram,14,Day,False,residential,5545,73,2,0.196,1616,794.82,230.2,1025.02,0.634,Low
Z015,Malleshwaram,15,Day,False,residential,5545,73,2,0.196,1616,713.43,258.6,972.03,0.602,Low
Z015,Malleshwaram,16,Day,False,residential,5545,73,2,0.196,1616,832.11,245.9,1078.01,0.667,Low
Z015,Malleshwaram,17,Evening Peak,True,residential,5545,73,2,0.196,1616,915.32,825.19,1740.51,1.077,Critical
Z015,Malleshwaram,18,Evening Peak,True,residential,5545,73,2,0.196,1616,846.69,712.44,1559.13,0.965,High
Z015,Malleshwaram,19,Evening Peak,True,residential,5545,73,2,0.196,1616,957.58,686.87,1644.44,1.018,Critical
Z015,Malleshwaram,20,Evening Peak,True,residential,5545,73,2,0.196,1616,811.02,703.27,1514.29,0.937,High
Z015,Malleshwaram,21,Evening Peak,True,residential,5545,73,2,0.196,1616,901.3,720.46,1621.76,1.004,Critical
Z015,Malleshwaram,22,Evening Peak,True,residential,5545,73,2,0.196,1616,938.79,654.65,1593.45,0.986,High
Z015,Malleshwaram,23,Late Night,False,residential,5545,73,2,0.196,1616,633.25,417.52,1050.77,0.65,Low
Z016,Sarjapur Road,0,Night,False,mixed,6622,90,1,0.377,1427,543.7,337.33,881.03,0.617,Low
Z016,Sarjapur Road,1,Night,False,mixed,6622,90,1,0.377,1427,636.92,338.96,975.88,0.684,Low
Z016,Sarjapur Road,2,Night,False,mixed,6622,90,1,0.377,1427,624.68,299.31,923.99,0.648,Low
Z016,Sarjapur Road,3,Night,False,mixed,6622,90,1,0.377,1427,576.72,235.06,811.79,0.569,Low
Z016,Sarjapur Road,4,Night,False,mixed,6622,90,1,0.377,1427,550.72,235.68,786.4,0.551,Low
Z016,Sarjapur Road,5,Night,False,mixed,6622,90,1,0.377,1427,569.49,237.17,806.67,0.565,Low
Z016,Sarjapur Road,6,Morning,False,mixed,6622,90,1,0.377,1427,795.2,372.88,1168.09,0.819,Medium
Z016,Sarjapur Road,7,Morning,False,mixed,6622,90,1,0.377,1427,713.6,502.42,1216.03,0.852,Medium
Z016,Sarjapur Road,8,Morning,False,mixed,6622,90,1,0.377,1427,682.82,454.89,1137.71,0.797,Medium
Z016,Sarjapur Road,9,Morning,False,mixed,6622,90,1,0.377,1427,721.99,488.17,1210.16,0.848,Medium
Z016,Sarjapur Road,10,Day,False,mixed,6622,90,1,0.377,1427,724.16,579.11,1303.26,0.913,High
Z016,Sarjapur Road,11,Day,False,mixed,6622,90,1,0.377,1427,845.36,643.81,1489.17,1.044,Critical
Z016,Sarjapur Road,12,Day,False,mixed,6622,90,1,0.377,1427,721.67,624.65,1346.32,0.943,High
Z016,Sarjapur Road,13,Day,False,mixed,6622,90,1,0.377,1427,837.88,587.5,1425.38,0.999,High
Z016,Sarjapur Road,14,Day,False,mixed,6622,90,1,0.377,1427,829.74,516.23,1345.97,0.943,High
Z016,Sarjapur Road,15,Day,False,mixed,6622,90,1,0.377,1427,786.12,599.84,1385.96,0.971,High
Z016,Sarjapur Road,16,Day,False,mixed,6622,90,1,0.377,1427,801.76,727.33,1529.08,1.072,Critical
Z016,Sarjapur Road,17,Evening Peak,True,mixed,6622,90,1,0.377,1427,897.26,690.0,1587.26,1.112,Critical
Z016,Sarjapur Road,18,Evening Peak,True,mixed,6622,90,1,0.377,1427,968.87,735.8,1704.67,1.195,Critical
Z016,Sarjapur Road,19,Evening Peak,True,mixed,6622,90,1,0.377,1427,883.0,671.38,1554.38,1.089,Critical
Z016,Sarjapur Road,20,Evening Peak,True,mixed,6622,90,1,0.377,1427,871.88,922.28,1794.16,1.257,Critical
Z016,Sarjapur Road,21,Evening Peak,True,mixed,6622,90,1,0.377,1427,944.68,752.31,1696.99,1.189,Critical
Z016,Sarjapur Road,22,Evening Peak,True,mixed,6622,90,1,0.377,1427,933.42,887.96,1821.38,1.276,Critical
Z016,Sarjapur Road,23,Late Night,False,mixed,6622,90,1,0.377,1427,687.72,390.82,1078.54,0.756,Medium
Z017,Peenya,0,Night,False,industrial,2491,75,10,0.157,3117,1546.57,137.89,1684.46,0.54,Low
Z017,Peenya,1,Night,False,industrial,2491,75,10,0.157,3117,1533.36,120.69,1654.04,0.531,Low
Z017,Peenya,2,Night,False,industrial,2491,75,10,0.157,3117,1703.82,177.62,1881.43,0.604,Low
Z017,Peenya,3,Night,False,industrial,2491,75,10,0.157,3117,1803.62,184.69,1988.32,0.638,Low
Z017,Peenya,4,Night,False,industrial,2491,75,10,0.157,3117,1570.03,204.14,1774.17,0.569,Low
Z017,Peenya,5,Night,False,industrial,2491,75,10,0.157,3117,1751.25,182.52,1933.77,0.62,Low
Z017,Peenya,6,Morning,False,industrial,2491,75,10,0.157,3117,2146.68,470.86,2617.54,0.84,Medium
Z017,Peenya,7,Morning,False,industrial,2491,75,10,0.157,3117,2312.08,464.83,2776.91,0.891,Medium
Z017,Peenya,8,Morning,False,industrial,2491,75,10,0.157,3117,2179.12,414.2,2593.32,0.832,Medium
Z017,Peenya,9,Morning,False,industrial,2491,75,10,0.157,3117,2060.66,464.22,2524.89,0.81,Medium
Z017,Peenya,10,Day,False,industrial,2491,75,10,0.157,3117,2119.64,383.83,2503.47,0.803,Medium
Z017,Peenya,11,Day,False,industrial,2491,75,10,0.157,3117,2460.34,461.59,2921.93,0.937,High
Z017,Peenya,12,Day,False,industrial,2491,75,10,0.157,3117,2143.32,301.37,2444.69,0.784,Medium
Z017,Peenya,13,Day,False,industrial,2491,75,10,0.157,3117,2261.51,341.36,2602.86,0.835,Medium
Z017,Peenya,14,Day,False,industrial,2491,75,10,0.157,3117,2483.34,255.59,2738.92,0.879,Medium
Z017,Peenya,15,Day,False,industrial,2491,75,10,0.157,3117,2383.14,281.31,2664.45,0.855,Medium
Z017,Peenya,16,Day,False,industrial,2491,75,10,0.157,3117,2341.7,439.97,2781.67,0.892,Medium
Z017,Peenya,17,Evening Peak,True,industrial,2491,75,10,0.157,3117,2754.96,329.47,3084.43,0.99,High
Z017,Peenya,18,Evening Peak,True,industrial,2491,75,10,0.157,3117,2704.59,400.56,3105.15,0.996,High
Z017,Peenya,19,Evening Peak,True,industrial,2491,75,10,0.157,3117,2620.05,469.71,3089.77,0.991,High
Z017,Peenya,20,Evening Peak,True,industrial,2491,75,10,0.157,3117,2685.95,387.57,3073.52,0.986,High
Z017,Peenya,21,Evening Peak,True,industrial,2491,75,10,0.157,3117,2667.78,179.83,2847.61,0.914,High
Z017,Peenya,22,Evening Peak,True,industrial,2491,75,10,0.157,3117,2739.3,147.63,2886.93,0.926,High
Z017,Peenya,23,Late Night,False,industrial,2491,75,10,0.157,3117,1806.84,230.74,2037.58,0.654,Low
Z018,Majestic,0,Night,False,commercial,3666,96,0,0.161,1925,761.73,147.39,909.12,0.472,Low
Z018,Majestic,1,Night,False,commercial,3666,96,0,0.161,1925,829.43,142.64,972.07,0.505,Low
Z018,Majestic,2,Night,False,commercial,3666,96,0,0.161,1925,771.35,121.48,892.83,0.464,Low
Z018,Majestic,3,Night,False,commercial,3666,96,0,0.161,1925,874.71,94.96,969.67,0.504,Low
Z018,Majestic,4,Night,False,commercial,3666,96,0,0.161,1925,769.52,110.1,879.63,0.457,Low
Z018,Majestic,5,Night,False,commercial,3666,96,0,0.161,1925,753.43,142.48,895.92,0.465,Low
Z018,Majestic,6,Morning,False,commercial,3666,96,0,0.161,1925,1026.35,213.09,1239.44,0.644,Low
Z018,Majestic,7,Morning,False,commercial,3666,96,0,0.161,1925,1005.0,254.25,1259.24,0.654,Low
Z018,Majestic,8,Morning,False,commercial,3666,96,0,0.161,1925,1143.8,276.4,1420.2,0.738,Low
Z018,Majestic,9,Morning,False,commercial,3666,96,0,0.161,1925,969.96,225.56,1195.51,0.621,Low
Z018,Majestic,10,Day,False,commercial,3666,96,0,0.161,1925,1028.85,585.91,1614.76,0.839,Medium
Z018,Majestic,11,Day,False,commercial,3666,96,0,0.161,1925,1184.19,539.65,1723.84,0.896,Medium
Z018,Majestic,12,Day,False,commercial,3666,96,0,0.161,1925,1011.53,473.49,1485.02,0.771,Medium
Z018,Majestic,13,Day,False,commercial,3666,96,0,0.161,1925,1212.87,536.99,1749.86,0.909,High
Z018,Majestic,14,Day,False,commercial,3666,96,0,0.161,1925,1039.62,590.57,1630.19,0.847,Medium
Z018,Majestic,15,Day,False,commercial,3666,96,0,0.161,1925,1111.59,580.24,1691.84,0.879,Medium
Z018,Majestic,16,Day,False,commercial,3666,96,0,0.161,1925,1090.19,493.49,1583.68,0.823,Medium
Z018,Majestic,17,Evening Peak,True,commercial,3666,96,0,0.161,1925,1240.12,423.45,1663.57,0.864,Medium
Z018,Majestic,18,Evening Peak,True,commercial,3666,96,0,0.161,1925,1361.45,329.66,1691.11,0.878,Medium
Z018,Majestic,19,Evening Peak,True,commercial,3666,96,0,0.161,1925,1259.62,323.28,1582.9,0.822,Medium
Z018,Majestic,20,Evening Peak,True,commercial,3666,96,0,0.161,1925,1374.95,369.43,1744.37,0.906,High
Z018,Majestic,21,Evening Peak,True,commercial,3666,96,0,0.161,1925,1241.94,322.86,1564.8,0.813,Medium
Z018,Majestic,22,Evening Peak,True,commercial,3666,96,0,0.161,1925,1271.45,184.65,1456.1,0.756,Medium
Z018,Majestic,23,Late Night,False,commercial,3666,96,0,0.161,1925,888.29,154.34,1042.64,0.542,Low
Z019,Bellandur,0,Night,False,mixed,5170,93,0,0.328,1722,664.91,193.02,857.93,0.498,Low
Z019,Bellandur,1,Night,False,mixed,5170,93,0,0.328,1722,723.45,194.67,918.12,0.533,Low
Z019,Bellandur,2,Night,False,mixed,5170,93,0,0.328,1722,796.3,206.23,1002.53,0.582,Low
Z019,Bellandur,3,Night,False,mixed,5170,93,0,0.328,1722,830.49,241.35,1071.84,0.622,Low
Z019,Bellandur,4,Night,False,mixed,5170,93,0,0.328,1722,656.55,271.66,928.21,0.539,Low
Z019,Bellandur,5,Night,False,mixed,5170,93,0,0.328,1722,829.77,219.31,1049.08,0.609,Low
Z019,Bellandur,6,Morning,False,mixed,5170,93,0,0.328,1722,852.56,398.95,1251.51,0.727,Low
Z019,Bellandur,7,Morning,False,mixed,5170,93,0,0.328,1722,850.17,421.04,1271.22,0.738,Low
Z019,Bellandur,8,Morning,False,mixed,5170,93,0,0.328,1722,943.59,348.06,1291.64,0.75,Medium
Z019,Bellandur,9,Morning,False,mixed,5170,93,0,0.328,1722,1001.29,373.67,1374.96,0.798,Medium
Z019,Bellandur,10,Day,False,mixed,5170,93,0,0.328,1722,968.76,493.51,1462.27,0.849,Medium
Z019,Bellandur,11,Day,False,mixed,5170,93,0,0.328,1722,926.52,543.68,1470.2,0.854,Medium
Z019,Bellandur,12,Day,False,mixed,5170,93,0,0.328,1722,1001.25,610.31,1611.56,0.936,High
Z019,Bellandur,13,Day,False,mixed,5170,93,0,0.328,1722,1064.7,450.06,1514.76,0.88,Medium
Z019,Bellandur,14,Day,False,mixed,5170,93,0,0.328,1722,1069.18,451.93,1521.1,0.883,Medium
Z019,Bellandur,15,Day,False,mixed,5170,93,0,0.328,1722,1055.82,498.47,1554.28,0.903,High
Z019,Bellandur,16,Day,False,mixed,5170,93,0,0.328,1722,1089.85,510.63,1600.48,0.929,High
Z019,Bellandur,17,Evening Peak,True,mixed,5170,93,0,0.328,1722,1117.25,622.18,1739.44,1.01,Critical
Z019,Bellandur,18,Evening Peak,True,mixed,5170,93,0,0.328,1722,1201.7,743.45,1945.15,1.13,Critical
Z019,Bellandur,19,Evening Peak,True,mixed,5170,93,0,0.328,1722,1104.09,726.99,1831.08,1.063,Critical
Z019,Bellandur,20,Evening Peak,True,mixed,5170,93,0,0.328,1722,1147.17,682.49,1829.65,1.063,Critical
Z019,Bellandur,21,Evening Peak,True,mixed,5170,93,0,0.328,1722,1076.18,708.68,1784.86,1.037,Critical
Z019,Bellandur,22,Evening Peak,True,mixed,5170,93,0,0.328,1722,1166.7,552.22,1718.92,0.998,High
Z019,Bellandur,23,Late Night,False,mixed,5170,93,0,0.328,1722,823.37,309.52,1132.89,0.658,Low
Z020,Kengeri,0,Night,False,residential,4933,68,2,0.194,1625,655.37,195.78,851.15,0.524,Low
Z020,Kengeri,1,Night,False,residential,4933,68,2,0.194,1625,800.01,220.61,1020.62,0.628,Low
Z020,Kengeri,2,Night,False,residential,4933,68,2,0.194,1625,805.17,184.99,990.17,0.609,Low
Z020,Kengeri,3,Night,False,residential,4933,68,2,0.194,1625,785.54,231.82,1017.36,0.626,Low
Z020,Kengeri,4,Night,False,residential,4933,68,2,0.194,1625,701.61,178.0,879.62,0.541,Low
Z020,Kengeri,5,Night,False,residential,4933,68,2,0.194,1625,808.82,249.12,1057.94,0.651,Low
Z020,Kengeri,6,Morning,False,residential,4933,68,2,0.194,1625,944.57,279.34,1223.91,0.753,Medium
Z020,Kengeri,7,Morning,False,residential,4933,68,2,0.194,1625,818.65,339.83,1158.48,0.713,Low
Z020,Kengeri,8,Morning,False,residential,4933,68,2,0.194,1625,832.45,253.09,1085.54,0.668,Low
Z020,Kengeri,9,Morning,False,residential,4933,68,2,0.194,1625,839.74,303.05,1142.79,0.703,Low
Z020,Kengeri,10,Day,False,residential,4933,68,2,0.194,1625,965.86,241.37,1207.22,0.743,Low
Z020,Kengeri,11,Day,False,residential,4933,68,2,0.194,1625,869.73,290.05,1159.78,0.714,Low
Z020,Kengeri,12,Day,False,residential,4933,68,2,0.194,1625,893.79,246.37,1140.16,0.702,Low
Z020,Kengeri,13,Day,False,residential,4933,68,2,0.194,1625,875.67,295.3,1170.97,0.721,Low
Z020,Kengeri,14,Day,False,residential,4933,68,2,0.194,1625,1015.9,311.0,1326.9,0.817,Medium
Z020,Kengeri,15,Day,False,residential,4933,68,2,0.194,1625,1037.51,225.69,1263.2,0.777,Medium
Z020,Kengeri,16,Day,False,residential,4933,68,2,0.194,1625,961.71,270.07,1231.78,0.758,Medium
Z020,Kengeri,17,Evening Peak,True,residential,4933,68,2,0.194,1625,1185.88,687.0,1872.87,1.153,Critical
Z020,Kengeri,18,Evening Peak,True,residential,4933,68,2,0.194,1625,1087.64,602.15,1689.79,1.04,Critical
Z020,Kengeri,19,Evening Peak,True,residential,4933,68,2,0.194,1625,1075.27,513.34,1588.61,0.978,High
Z020,Kengeri,20,Evening Peak,True,residential,4933,68,2,0.194,1625,1149.29,661.77,1811.06,1.114,Critical
Z020,Kengeri,21,Evening Peak,True,residential,4933,68,2,0.194,1625,1117.34,506.54,1623.88,0.999,High
Z020,Kengeri,22,Evening Peak,True,residential,4933,68,2,0.194,1625,1039.88,725.59,1765.47,1.086,Critical
Z020,Kengeri,23,Late Night,False,residential,4933,68,2,0.194,1625,788.48,446.29,1234.77,0.76,Medium
