zone_id,zone_name,day_index,day_type,is_weekend,weather_condition,temperature_c,hour,time_period,is_peak_hour,zone_type,ev_count_estimate,traffic_score,traffic_score_hourly,existing_chargers,charger_utilization_proxy,demand_growth_rate,transformer_capacity_kw,base_grid_load_kw,synthetic_ev_load_kw,synthetic_total_load_kw,synthetic_load_ratio,synthetic_risk_level
Z019,Bellandur,18,Weekday,False,Hot,32.64,7,Morning,False,mixed,5170,93,100.0,0,0.739,0.328,1722,914.93,429.6,1344.53,0.781,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,8,Morning,False,mixed,5170,93,100.0,0,0.739,0.328,1722,875.63,420.2,1295.83,0.753,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,9,Morning,False,mixed,5170,93,98.9,0,0.739,0.328,1722,939.87,446.88,1386.75,0.805,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,10,Day,False,mixed,5170,93,91.07,0,0.739,0.328,1722,930.37,496.94,1427.31,0.829,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,11,Day,False,mixed,5170,93,94.29,0,0.739,0.328,1722,896.56,585.84,1482.4,0.861,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,12,Day,False,mixed,5170,93,84.29,0,0.739,0.328,1722,1016.76,471.86,1488.62,0.864,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,13,Day,False,mixed,5170,93,86.23,0,0.739,0.328,1722,1038.72,518.39,1557.11,0.904,High
Z019,Bellandur,18,Weekday,False,Hot,32.64,14,Day,False,mixed,5170,93,98.17,0,0.739,0.328,1722,975.64,536.63,1512.27,0.878,Medium
Z019,Bellandur,18,Weekday,False,Hot,32.64,15,Day,False,mixed,5170,93,83.87,0,0.739,0.328,1722,1003.39,552.62,1556.01,0.904,High
Z019,Bellandur,18,Weekday,False,Hot,32.64,16,Day,False,mixed,5170,93,91.1,0,0.739,0.328,1722,910.95,668.91,1579.86,0.917,High
Z019,Bellandur,18,Weekday,False,Hot,32.64,17,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1088.35,833.2,1921.55,1.116,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,18,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1204.02,830.42,2034.44,1.181,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,19,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1256.31,858.87,2115.19,1.228,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,20,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1146.45,632.3,1778.75,1.033,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,21,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1082.82,837.49,1920.31,1.115,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,22,Evening Peak,True,mixed,5170,93,100.0,0,0.739,0.328,1722,1244.48,666.39,1910.87,1.11,Critical
Z019,Bellandur,18,Weekday,False,Hot,32.64,23,Late Night,False,mixed,5170,93,69.0,0,0.739,0.328,1722,729.91,331.37,1061.28,0.616,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,0,Night,False,residential,4933,68,36.05,2,0.352,0.194,1625,678.39,281.08,959.48,0.59,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,1,Night,False,residential,4933,68,32.87,2,0.352,0.194,1625,781.72,189.59,971.31,0.598,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,2,Night,False,residential,4933,68,43.33,2,0.352,0.194,1625,732.01,235.63,967.65,0.595,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,3,Night,False,residential,4933,68,39.6,2,0.352,0.194,1625,724.03,271.38,995.41,0.613,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,4,Night,False,residential,4933,68,36.77,2,0.352,0.194,1625,791.48,171.78,963.26,0.593,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,5,Night,False,residential,4933,68,38.59,2,0.352,0.194,1625,636.26,227.14,863.4,0.531,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,6,Morning,False,residential,4933,68,76.58,2,0.352,0.194,1625,1016.74,370.55,1387.29,0.854,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,7,Morning,False,residential,4933,68,65.49,2,0.352,0.194,1625,976.9,351.45,1328.35,0.817,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,8,Morning,False,residential,4933,68,80.61,2,0.352,0.194,1625,816.68,287.93,1104.6,0.68,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,9,Morning,False,residential,4933,68,71.53,2,0.352,0.194,1625,805.31,332.03,1137.34,0.7,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,10,Day,False,residential,4933,68,71.85,2,0.352,0.194,1625,934.7,349.18,1283.89,0.79,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,11,Day,False,residential,4933,68,62.18,2,0.352,0.194,1625,1014.93,233.92,1248.85,0.769,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,12,Day,False,residential,4933,68,71.71,2,0.352,0.194,1625,1051.51,239.83,1291.34,0.795,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,13,Day,False,residential,4933,68,70.14,2,0.352,0.194,1625,981.82,283.57,1265.39,0.779,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,14,Day,False,residential,4933,68,76.52,2,0.352,0.194,1625,1050.64,270.3,1320.94,0.813,Medium
Z020,Kengeri,18,Weekday,False,Hot,32.64,15,Day,False,residential,4933,68,70.86,2,0.352,0.194,1625,934.79,228.2,1162.99,0.716,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,16,Day,False,residential,4933,68,68.35,2,0.352,0.194,1625,960.56,236.68,1197.25,0.737,Low
Z020,Kengeri,18,Weekday,False,Hot,32.64,17,Evening Peak,True,residential,4933,68,85.14,2,0.352,0.194,1625,1033.06,699.98,1733.03,1.066,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,18,Evening Peak,True,residential,4933,68,76.89,2,0.352,0.194,1625,1176.51,665.12,1841.63,1.133,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,19,Evening Peak,True,residential,4933,68,87.01,2,0.352,0.194,1625,1090.91,946.52,2037.43,1.254,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,20,Evening Peak,True,residential,4933,68,82.2,2,0.352,0.194,1625,1063.43,872.56,1935.99,1.191,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,21,Evening Peak,True,residential,4933,68,87.61,2,0.352,0.194,1625,1104.84,779.6,1884.45,1.16,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,22,Evening Peak,True,residential,4933,68,82.2,2,0.352,0.194,1625,1013.23,805.55,1818.78,1.119,Critical
Z020,Kengeri,18,Weekday,False,Hot,32.64,23,Late Night,False,residential,4933,68,51.98,2,0.352,0.194,1625,747.91,416.74,1164.66,0.717,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,0,Night,False,mixed,4770,90,49.29,2,0.341,0.324,1307,566.19,182.72,748.91,0.573,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,1,Night,False,mixed,4770,90,51.0,2,0.341,0.324,1307,540.66,158.4,699.07,0.535,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,2,Night,False,mixed,4770,90,53.26,2,0.341,0.324,1307,583.65,172.85,756.49,0.579,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,3,Night,False,mixed,4770,90,47.37,2,0.341,0.324,1307,546.17,217.96,764.13,0.585,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,4,Night,False,mixed,4770,90,44.17,2,0.341,0.324,1307,504.77,249.42,754.19,0.577,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,5,Night,False,mixed,4770,90,45.13,2,0.341,0.324,1307,624.28,148.42,772.7,0.591,Low
Z001,Whitefield,19,Weekday,False,Clear,32.11,6,Morning,False,mixed,4770,90,90.7,2,0.341,0.324,1307,712.27,390.28,1102.55,0.844,Medium
Z001,Whitefield,19,Weekday,False,Clear,32.11,7,Morning,False,mixed,4770,90,100.0,2,0.341,0.324,1307,696.41,374.95,1071.36,0.82,Medium
Z001,Whitefield,19,Weekday,False,Clear,32.11,8,Morning,False,mixed,4770,90,98.63,2,0.341,0.324,1307,663.93,415.4,1079.32,0.826,Medium
Z001,Whitefield,19,Weekday,False,Clear,32.11,9,Morning,False,mixed,4770,90,94.04,2,0.341,0.324,1307,740.59,366.78,1107.37,0.847,Medium
Z001,Whitefield,19,Weekday,False,Clear,32.11,10,Day,False,mixed,4770,90,84.15,2,0.341,0.324,1307,698.38,588.45,1286.83,0.985,High
Z001,Whitefield,19,Weekday,False,Clear,32.11,11,Day,False,mixed,4770,90,90.73,2,0.341,0.324,1307,777.97,614.72,1392.7,1.066,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,12,Day,False,mixed,4770,90,86.67,2,0.341,0.324,1307,812.25,599.52,1411.77,1.08,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,13,Day,False,mixed,4770,90,90.95,2,0.341,0.324,1307,782.25,560.65,1342.9,1.027,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,14,Day,False,mixed,4770,90,91.82,2,0.341,0.324,1307,804.33,515.63,1319.96,1.01,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,15,Day,False,mixed,4770,90,89.1,2,0.341,0.324,1307,784.49,441.87,1226.36,0.938,High
Z001,Whitefield,19,Weekday,False,Clear,32.11,16,Day,False,mixed,4770,90,88.16,2,0.341,0.324,1307,693.5,544.55,1238.05,0.947,High
Z001,Whitefield,19,Weekday,False,Clear,32.11,17,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,854.85,650.67,1505.52,1.152,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,18,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,958.66,764.65,1723.31,1.319,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,19,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,903.06,643.03,1546.09,1.183,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,20,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,897.45,778.14,1675.59,1.282,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,21,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,966.21,762.79,1729.0,1.323,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,22,Evening Peak,True,mixed,4770,90,100.0,2,0.341,0.324,1307,952.84,733.07,1685.92,1.29,Critical
Z001,Whitefield,19,Weekday,False,Clear,32.11,23,Late Night,False,mixed,4770,90,65.94,2,0.341,0.324,1307,697.09,347.39,1044.48,0.799,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,0,Night,False,residential,6123,85,51.2,4,0.219,0.284,1597,652.27,322.93,975.2,0.611,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,1,Night,False,residential,6123,85,44.59,4,0.219,0.284,1597,727.18,314.71,1041.88,0.652,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,2,Night,False,residential,6123,85,48.09,4,0.219,0.284,1597,710.8,315.28,1026.08,0.643,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,3,Night,False,residential,6123,85,49.83,4,0.219,0.284,1597,659.67,273.95,933.63,0.585,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,4,Night,False,residential,6123,85,44.03,4,0.219,0.284,1597,604.6,284.68,889.28,0.557,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,5,Night,False,residential,6123,85,47.84,4,0.219,0.284,1597,740.95,240.47,981.42,0.615,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,6,Morning,False,residential,6123,85,90.45,4,0.219,0.284,1597,991.06,411.89,1402.95,0.878,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,7,Morning,False,residential,6123,85,92.58,4,0.219,0.284,1597,980.49,397.27,1377.76,0.863,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,8,Morning,False,residential,6123,85,96.31,4,0.219,0.284,1597,818.97,364.35,1183.31,0.741,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,9,Morning,False,residential,6123,85,90.84,4,0.219,0.284,1597,846.65,494.54,1341.19,0.84,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,10,Day,False,residential,6123,85,85.3,4,0.219,0.284,1597,1001.67,394.92,1396.59,0.875,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,11,Day,False,residential,6123,85,85.1,4,0.219,0.284,1597,921.17,252.25,1173.41,0.735,Low
Z002,Indiranagar,19,Weekday,False,Clear,32.11,12,Day,False,residential,6123,85,82.52,4,0.219,0.284,1597,1008.27,378.82,1387.09,0.869,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,13,Day,False,residential,6123,85,81.03,4,0.219,0.284,1597,1003.3,276.58,1279.88,0.801,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,14,Day,False,residential,6123,85,84.59,4,0.219,0.284,1597,901.26,362.55,1263.81,0.791,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,15,Day,False,residential,6123,85,82.12,4,0.219,0.284,1597,919.01,359.84,1278.85,0.801,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,16,Day,False,residential,6123,85,87.97,4,0.219,0.284,1597,943.96,401.28,1345.24,0.842,Medium
Z002,Indiranagar,19,Weekday,False,Clear,32.11,17,Evening Peak,True,residential,6123,85,98.67,4,0.219,0.284,1597,1113.49,889.7,2003.19,1.254,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,18,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1044.94,1165.86,2210.79,1.384,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,19,Evening Peak,True,residential,6123,85,99.11,4,0.219,0.284,1597,1153.72,1058.98,2212.7,1.386,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,20,Evening Peak,True,residential,6123,85,96.88,4,0.219,0.284,1597,1042.91,990.27,2033.18,1.273,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,21,Evening Peak,True,residential,6123,85,100.0,4,0.219,0.284,1597,1031.47,960.83,1992.3,1.248,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,22,Evening Peak,True,residential,6123,85,97.8,4,0.219,0.284,1597,1188.93,828.91,2017.84,1.264,Critical
Z002,Indiranagar,19,Weekday,False,Clear,32.11,23,Late Night,False,residential,6123,85,70.78,4,0.219,0.284,1597,700.76,514.05,1214.81,0.761,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,0,Night,False,mixed,4428,88,47.0,0,0.633,0.317,1832,915.07,168.25,1083.32,0.591,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,1,Night,False,mixed,4428,88,50.57,0,0.633,0.317,1832,987.78,168.11,1155.89,0.631,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,2,Night,False,mixed,4428,88,50.82,0,0.633,0.317,1832,938.39,179.62,1118.01,0.61,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,3,Night,False,mixed,4428,88,48.73,0,0.633,0.317,1832,986.39,226.06,1212.45,0.662,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,4,Night,False,mixed,4428,88,41.68,0,0.633,0.317,1832,783.46,167.0,950.46,0.519,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,5,Night,False,mixed,4428,88,42.6,0,0.633,0.317,1832,862.88,191.73,1054.61,0.576,Low
Z003,Koramangala,19,Weekday,False,Clear,32.11,6,Morning,False,mixed,4428,88,100.0,0,0.633,0.317,1832,1252.45,372.9,1625.35,0.887,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,7,Morning,False,mixed,4428,88,98.54,0,0.633,0.317,1832,1051.98,436.52,1488.5,0.813,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,8,Morning,False,mixed,4428,88,100.0,0,0.633,0.317,1832,1116.52,307.67,1424.19,0.777,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,9,Morning,False,mixed,4428,88,96.2,0,0.633,0.317,1832,1042.98,368.04,1411.01,0.77,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,10,Day,False,mixed,4428,88,92.18,0,0.633,0.317,1832,1136.28,511.44,1647.73,0.899,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,11,Day,False,mixed,4428,88,88.99,0,0.633,0.317,1832,1116.86,442.55,1559.42,0.851,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,12,Day,False,mixed,4428,88,89.84,0,0.633,0.317,1832,1171.5,468.62,1640.12,0.895,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,13,Day,False,mixed,4428,88,91.37,0,0.633,0.317,1832,1221.13,541.11,1762.23,0.962,High
Z003,Koramangala,19,Weekday,False,Clear,32.11,14,Day,False,mixed,4428,88,83.45,0,0.633,0.317,1832,1319.75,466.03,1785.78,0.975,High
Z003,Koramangala,19,Weekday,False,Clear,32.11,15,Day,False,mixed,4428,88,91.22,0,0.633,0.317,1832,1111.99,422.92,1534.92,0.838,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,16,Day,False,mixed,4428,88,89.26,0,0.633,0.317,1832,1088.81,445.11,1533.92,0.837,Medium
Z003,Koramangala,19,Weekday,False,Clear,32.11,17,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1458.34,718.02,2176.36,1.188,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,18,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1341.52,811.02,2152.54,1.175,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,19,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1527.42,649.4,2176.83,1.188,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,20,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1435.15,598.0,2033.15,1.11,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,21,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1434.06,524.23,1958.29,1.069,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,22,Evening Peak,True,mixed,4428,88,100.0,0,0.633,0.317,1832,1503.37,558.87,2062.24,1.126,Critical
Z003,Koramangala,19,Weekday,False,Clear,32.11,23,Late Night,False,mixed,4428,88,60.36,0,0.633,0.317,1832,1060.08,363.81,1423.89,0.777,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,0,Night,False,industrial,3249,82,46.49,2,0.232,0.359,3166,1447.88,203.31,1651.2,0.522,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,1,Night,False,industrial,3249,82,50.93,2,0.232,0.359,3166,1204.87,160.6,1365.47,0.431,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,2,Night,False,industrial,3249,82,46.71,2,0.232,0.359,3166,1445.49,126.03,1571.52,0.496,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,3,Night,False,industrial,3249,82,50.81,2,0.232,0.359,3166,1139.04,187.26,1326.3,0.419,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,4,Night,False,industrial,3249,82,35.31,2,0.232,0.359,3166,1531.4,145.25,1676.66,0.53,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,5,Night,False,industrial,3249,82,51.76,2,0.232,0.359,3166,1248.55,144.23,1392.77,0.44,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,6,Morning,False,industrial,3249,82,84.39,2,0.232,0.359,3166,1807.97,498.09,2306.06,0.728,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,7,Morning,False,industrial,3249,82,88.87,2,0.232,0.359,3166,1765.64,542.77,2308.41,0.729,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,8,Morning,False,industrial,3249,82,89.79,2,0.232,0.359,3166,1894.03,665.74,2559.77,0.809,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,9,Morning,False,industrial,3249,82,94.66,2,0.232,0.359,3166,1749.24,595.19,2344.42,0.74,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,10,Day,False,industrial,3249,82,79.68,2,0.232,0.359,3166,1822.54,304.55,2127.08,0.672,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,11,Day,False,industrial,3249,82,77.44,2,0.232,0.359,3166,1949.87,415.12,2364.99,0.747,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,12,Day,False,industrial,3249,82,85.27,2,0.232,0.359,3166,1995.85,346.3,2342.15,0.74,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,13,Day,False,industrial,3249,82,80.17,2,0.232,0.359,3166,2048.29,348.07,2396.37,0.757,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,14,Day,False,industrial,3249,82,87.5,2,0.232,0.359,3166,1954.1,310.56,2264.67,0.715,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,15,Day,False,industrial,3249,82,93.55,2,0.232,0.359,3166,1906.49,418.2,2324.69,0.734,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,16,Day,False,industrial,3249,82,75.15,2,0.232,0.359,3166,1796.18,281.22,2077.4,0.656,Low
Z004,Electronic City,19,Weekday,False,Clear,32.11,17,Evening Peak,True,industrial,3249,82,99.29,2,0.232,0.359,3166,2278.45,545.44,2823.89,0.892,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,18,Evening Peak,True,industrial,3249,82,96.35,2,0.232,0.359,3166,2347.39,423.4,2770.79,0.875,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,19,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2222.78,469.76,2692.54,0.85,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,20,Evening Peak,True,industrial,3249,82,99.11,2,0.232,0.359,3166,1987.68,417.48,2405.16,0.76,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,21,Evening Peak,True,industrial,3249,82,100.0,2,0.232,0.359,3166,2112.03,544.79,2656.82,0.839,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,22,Evening Peak,True,industrial,3249,82,99.94,2,0.232,0.359,3166,2238.33,458.72,2697.05,0.852,Medium
Z004,Electronic City,19,Weekday,False,Clear,32.11,23,Late Night,False,industrial,3249,82,57.45,2,0.232,0.359,3166,1426.83,250.05,1676.88,0.53,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,0,Night,False,commercial,3921,92,51.07,2,0.28,0.19,2000,1030.82,120.66,1151.47,0.576,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,1,Night,False,commercial,3921,92,49.26,2,0.28,0.19,2000,1203.57,138.95,1342.52,0.671,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,2,Night,False,commercial,3921,92,51.86,2,0.28,0.19,2000,941.4,141.77,1083.16,0.542,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,3,Night,False,commercial,3921,92,50.93,2,0.28,0.19,2000,1042.74,85.13,1127.87,0.564,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,4,Night,False,commercial,3921,92,48.85,2,0.28,0.19,2000,1111.57,123.18,1234.75,0.617,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,5,Night,False,commercial,3921,92,51.46,2,0.28,0.19,2000,1009.99,74.01,1084.0,0.542,Low
Z005,MG Road,19,Weekday,False,Clear,32.11,6,Morning,False,commercial,3921,92,99.72,2,0.28,0.19,2000,1449.03,280.55,1729.58,0.865,Medium
Z005,MG Road,19,Weekday,False,Clear,32.11,7,Morning,False,commercial,3921,92,91.9,2,0.28,0.19,2000,1370.04,283.56,1653.6,0.827,Medium
Z005,MG Road,19,Weekday,False,Clear,32.11,8,Morning,False,commercial,3921,92,100.0,2,0.28,0.19,2000,1376.08,343.44,1719.52,0.86,Medium
Z005,MG Road,19,Weekday,False,Clear,32.11,9,Morning,False,commercial,3921,92,97.22,2,0.28,0.19,2000,1354.83,281.74,1636.56,0.818,Medium
Z005,MG Road,19,Weekday,False,Clear,32.11,10,Day,False,commercial,3921,92,91.78,2,0.28,0.19,2000,1479.73,605.41,2085.14,1.043,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,11,Day,False,commercial,3921,92,91.07,2,0.28,0.19,2000,1614.75,477.94,2092.7,1.046,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,12,Day,False,commercial,3921,92,96.23,2,0.28,0.19,2000,1337.35,510.49,1847.84,0.924,High
Z005,MG Road,19,Weekday,False,Clear,32.11,13,Day,False,commercial,3921,92,86.73,2,0.28,0.19,2000,1379.24,634.05,2013.28,1.007,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,14,Day,False,commercial,3921,92,90.98,2,0.28,0.19,2000,1368.94,703.95,2072.9,1.036,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,15,Day,False,commercial,3921,92,90.24,2,0.28,0.19,2000,1550.57,435.59,1986.16,0.993,High
Z005,MG Road,19,Weekday,False,Clear,32.11,16,Day,False,commercial,3921,92,87.77,2,0.28,0.19,2000,1583.72,546.05,2129.77,1.065,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,17,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1839.29,428.24,2267.53,1.134,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,18,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1764.56,440.16,2204.73,1.102,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,19,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1657.38,391.12,2048.5,1.024,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,20,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1807.82,424.73,2232.55,1.116,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,21,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1701.56,356.84,2058.4,1.029,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,22,Evening Peak,True,commercial,3921,92,100.0,2,0.28,0.19,2000,1686.86,419.74,2106.6,1.053,Critical
Z005,MG Road,19,Weekday,False,Clear,32.11,23,Late Night,False,commercial,3921,92,69.44,2,0.28,0.19,2000,1198.49,207.74,1406.23,0.703,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,0,Night,False,residential,5653,75,39.42,7,0.115,0.23,1234,559.22,237.2,796.42,0.645,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,1,Night,False,residential,5653,75,38.5,7,0.115,0.23,1234,558.47,257.98,816.45,0.662,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,2,Night,False,residential,5653,75,38.76,7,0.115,0.23,1234,631.66,269.9,901.56,0.731,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,3,Night,False,residential,5653,75,39.19,7,0.115,0.23,1234,587.36,251.5,838.86,0.68,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,4,Night,False,residential,5653,75,37.23,7,0.115,0.23,1234,496.49,203.64,700.13,0.567,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,5,Night,False,residential,5653,75,48.99,7,0.115,0.23,1234,578.27,231.17,809.44,0.656,Low
Z006,Jayanagar,19,Weekday,False,Clear,32.11,6,Morning,False,residential,5653,75,86.64,7,0.115,0.23,1234,774.07,349.93,1124.0,0.911,High
