zone_id,zone_name,hour,time_period,transformer_capacity_kw,before_ev_load_kw,after_ev_load_kw,before_total_load_kw,after_total_load_kw,before_load_ratio,after_load_ratio,before_risk_level,after_risk_level
Z012,Banashankari,0,Night,1075,194.49,425.71,563.38,794.6,0.524,0.739,Low,Low
Z012,Banashankari,1,Night,1075,186.24,420.3,558.12,792.18,0.519,0.737,Low,Low
Z012,Banashankari,2,Night,1075,200.64,436.27,611.67,847.3,0.569,0.788,Low,Medium
Z012,Banashankari,3,Night,1075,227.67,475.26,596.51,844.1,0.555,0.785,Low,Medium
Z012,Banashankari,4,Night,1075,230.81,458.28,579.89,807.36,0.539,0.751,Low,Medium
Z012,Banashankari,5,Night,1075,233.52,476.01,587.45,829.94,0.546,0.772,Low,Medium
Z012,Banashankari,6,Morning,1075,270.74,270.74,710.6,710.6,0.661,0.661,Low,Low
Z012,Banashankari,7,Morning,1075,278.82,278.82,778.72,778.72,0.724,0.724,Low,Low
Z012,Banashankari,8,Morning,1075,301.87,301.87,832.35,832.35,0.774,0.774,Medium,Medium
Z012,Banashankari,9,Morning,1075,270.69,270.69,738.39,738.39,0.687,0.687,Low,Low
Z012,Banashankari,10,Day,1075,263.05,263.05,758.83,758.83,0.706,0.706,Low,Low
Z012,Banashankari,11,Day,1075,266.03,266.03,733.21,733.21,0.682,0.682,Low,Low
Z012,Banashankari,12,Day,1075,252.23,252.23,807.89,807.89,0.752,0.752,Medium,Medium
Z012,Banashankari,13,Day,1075,260.31,260.31,782.85,782.85,0.728,0.728,Low,Low
Z012,Banashankari,14,Day,1075,262.2,262.2,802.54,802.54,0.747,0.747,Low,Low
Z012,Banashankari,15,Day,1075,263.09,263.09,830.08,830.08,0.772,0.772,Medium,Medium
Z012,Banashankari,16,Day,1075,284.47,284.47,751.06,751.06,0.699,0.699,Low,Low
Z012,Banashankari,17,Evening Peak,1075,668.75,434.69,1253.78,1019.72,1.166,0.949,Critical,High
Z012,Banashankari,18,Evening Peak,1075,660.63,429.41,1244.32,1013.1,1.158,0.942,Critical,High
Z012,Banashankari,19,Evening Peak,1075,649.91,422.44,1292.18,1064.71,1.202,0.99,Critical,High
Z012,Banashankari,20,Evening Peak,1075,692.84,450.35,1324.51,1082.02,1.232,1.007,Critical,Critical
Z012,Banashankari,21,Evening Peak,1075,707.4,459.81,1298.83,1051.24,1.208,0.978,Critical,High
Z012,Banashankari,22,Evening Peak,1075,673.22,437.59,1255.26,1019.63,1.168,0.948,Critical,High
Z012,Banashankari,23,Late Night,1075,400.89,400.89,845.34,845.34,0.786,0.786,Medium,Medium
Z013,HSR Layout,0,Night,1731,335.81,633.81,1083.22,1381.22,0.626,0.798,Low,Medium
Z013,HSR Layout,1,Night,1731,281.53,585.77,1183.45,1487.69,0.684,0.859,Low,Medium
Z013,HSR Layout,2,Night,1731,279.62,592.76,1169.39,1482.53,0.676,0.856,Low,Medium
Z013,HSR Layout,3,Night,1731,323.94,631.75,1132.07,1439.88,0.654,0.832,Low,Medium
Z013,HSR Layout,4,Night,1731,300.37,595.71,1112.39,1407.73,0.643,0.813,Low,Medium
Z013,HSR Layout,5,Night,1731,284.61,579.76,1138.15,1433.3,0.658,0.828,Low,Medium
Z013,HSR Layout,6,Morning,1731,367.75,367.75,1523.05,1523.05,0.88,0.88,Medium,Medium
Z013,HSR Layout,7,Morning,1731,374.17,374.17,1405.11,1405.11,0.812,0.812,Medium,Medium
Z013,HSR Layout,8,Morning,1731,382.43,382.43,1365.62,1365.62,0.789,0.789,Medium,Medium
Z013,HSR Layout,9,Morning,1731,359.69,359.69,1519.34,1519.34,0.878,0.878,Medium,Medium
Z013,HSR Layout,10,Day,1731,351.21,351.21,1521.69,1521.69,0.879,0.879,Medium,Medium
Z013,HSR Layout,11,Day,1731,337.28,337.28,1384.91,1384.91,0.8,0.8,Medium,Medium
Z013,HSR Layout,12,Day,1731,330.59,330.59,1437.55,1437.55,0.83,0.83,Medium,Medium
Z013,HSR Layout,13,Day,1731,332.53,332.53,1442.41,1442.41,0.833,0.833,Medium,Medium
Z013,HSR Layout,14,Day,1731,351.07,351.07,1464.07,1464.07,0.846,0.846,Medium,Medium
Z013,HSR Layout,15,Day,1731,364.58,364.58,1432.86,1432.86,0.828,0.828,Medium,Medium
Z013,HSR Layout,16,Day,1731,362.27,362.27,1565.76,1565.76,0.905,0.905,High,High
Z013,HSR Layout,17,Evening Peak,1731,851.44,553.44,2233.47,1935.47,1.29,1.118,Critical,Critical
Z013,HSR Layout,18,Evening Peak,1731,843.84,548.5,2081.38,1786.04,1.202,1.032,Critical,Critical
Z013,HSR Layout,19,Evening Peak,1731,879.47,571.66,2237.61,1929.8,1.293,1.115,Critical,Critical
Z013,HSR Layout,20,Evening Peak,1731,843.28,548.13,2049.81,1754.66,1.184,1.014,Critical,Critical
Z013,HSR Layout,21,Evening Peak,1731,894.68,581.54,2254.19,1941.05,1.302,1.121,Critical,Critical
Z013,HSR Layout,22,Evening Peak,1731,869.27,565.03,2104.93,1800.69,1.216,1.04,Critical,Critical
Z013,HSR Layout,23,Late Night,1731,452.99,452.99,1415.49,1415.49,0.818,0.818,Medium,Medium
Z014,KR Puram,0,Night,2094,184.64,184.64,1192.29,1192.29,0.569,0.569,Low,Low
Z014,KR Puram,1,Night,2094,200.03,534.2,1005.47,1339.64,0.48,0.64,Low,Low
Z014,KR Puram,2,Night,2094,209.23,377.25,1033.68,1201.7,0.494,0.574,Low,Low
Z014,KR Puram,3,Night,2094,215.24,373.86,1055.5,1214.12,0.504,0.58,Low,Low
Z014,KR Puram,4,Night,2094,197.26,353.93,1188.81,1345.48,0.568,0.643,Low,Low
Z014,KR Puram,5,Night,2094,199.34,375.51,1040.36,1216.53,0.497,0.581,Low,Low
Z014,KR Puram,6,Morning,2094,383.02,383.02,1630.7,1630.7,0.779,0.779,Medium,Medium
Z014,KR Puram,7,Morning,2094,370.98,370.98,1517.13,1517.13,0.725,0.725,Low,Low
Z014,KR Puram,8,Morning,2094,371.25,371.25,1521.94,1521.94,0.727,0.727,Low,Low
Z014,KR Puram,9,Morning,2094,377.35,377.35,1429.26,1429.26,0.683,0.683,Low,Low
Z014,KR Puram,10,Day,2094,477.48,477.48,1788.43,1788.43,0.854,0.854,Medium,Medium
Z014,KR Puram,11,Day,2094,480.84,480.84,1612.58,1612.58,0.77,0.77,Medium,Medium
Z014,KR Puram,12,Day,2094,496.16,496.16,1606.56,1606.56,0.767,0.767,Medium,Medium
Z014,KR Puram,13,Day,2094,470.88,470.88,1698.87,1698.87,0.811,0.811,Medium,Medium
Z014,KR Puram,14,Day,2094,459.51,459.51,1669.18,1669.18,0.797,0.797,Medium,Medium
Z014,KR Puram,15,Day,2094,493.16,493.16,1771.68,1771.68,0.846,0.846,Medium,Medium
Z014,KR Puram,16,Day,2094,495.31,495.31,1613.86,1613.86,0.771,0.771,Medium,Medium
Z014,KR Puram,17,Evening Peak,2094,657.52,493.14,1931.67,1767.29,0.922,0.844,High,Medium
Z014,KR Puram,18,Evening Peak,2094,679.16,509.37,2090.96,1921.17,0.999,0.917,High,High
Z014,KR Puram,19,Evening Peak,2094,704.68,528.51,2017.73,1841.56,0.964,0.879,High,Medium
Z014,KR Puram,20,Evening Peak,2094,672.09,504.07,2087.81,1919.79,0.997,0.917,High,High
Z014,KR Puram,21,Evening Peak,2094,634.48,475.86,1964.11,1805.49,0.938,0.862,High,Medium
Z014,KR Puram,22,Evening Peak,2094,626.68,470.01,1919.8,1763.13,0.917,0.842,High,Medium
Z014,KR Puram,23,Late Night,2094,362.18,362.18,1334.52,1334.52,0.637,0.637,Low,Low
Z015,Malleshwaram,0,Night,1616,236.87,492.78,848.41,1104.32,0.525,0.683,Low,Low
Z015,Malleshwaram,1,Night,1616,239.44,495.96,831.52,1088.04,0.515,0.673,Low,Low
Z015,Malleshwaram,2,Night,1616,229.24,488.74,781.8,1041.3,0.484,0.644,Low,Low
Z015,Malleshwaram,3,Night,1616,224.19,404.15,854.16,1034.12,0.529,0.64,Low,Low
Z015,Malleshwaram,4,Night,1616,228.77,409.05,865.88,1046.16,0.536,0.647,Low,Low
Z015,Malleshwaram,5,Night,1616,238.98,493.44,820.56,1075.02,0.508,0.665,Low,Low
Z015,Malleshwaram,6,Morning,1616,307.11,307.11,1106.49,1106.49,0.685,0.685,Low,Low
Z015,Malleshwaram,7,Morning,1616,322.65,322.65,1038.3,1038.3,0.643,0.643,Low,Low
Z015,Malleshwaram,8,Morning,1616,326.45,326.45,1058.37,1058.37,0.655,0.655,Low,Low
Z015,Malleshwaram,9,Morning,1616,299.33,299.33,1052.5,1052.5,0.651,0.651,Low,Low
Z015,Malleshwaram,10,Day,1616,248.4,248.4,1008.18,1008.18,0.624,0.624,Low,Low
Z015,Malleshwaram,11,Day,1616,266.97,266.97,1061.73,1061.73,0.657,0.657,Low,Low
Z015,Malleshwaram,12,Day,1616,253.48,253.48,948.62,948.62,0.587,0.587,Low,Low
Z015,Malleshwaram,13,Day,1616,259.52,259.52,1071.3,1071.3,0.663,0.663,Low,Low
Z015,Malleshwaram,14,Day,1616,250.21,250.21,1045.03,1045.03,0.647,0.647,Low,Low
Z015,Malleshwaram,15,Day,1616,258.43,258.43,971.86,971.86,0.601,0.601,Low,Low
Z015,Malleshwaram,16,Day,1616,266.76,266.76,1098.87,1098.87,0.68,0.68,Low,Low
Z015,Malleshwaram,17,Evening Peak,1616,741.44,481.94,1656.76,1397.26,1.025,0.865,Critical,Medium
Z015,Malleshwaram,18,Evening Peak,1616,719.83,539.87,1566.52,1386.56,0.969,0.858,High,Medium
Z015,Malleshwaram,19,Evening Peak,1616,727.03,472.57,1684.61,1430.15,1.042,0.885,Critical,Medium
Z015,Malleshwaram,20,Evening Peak,1616,721.13,540.85,1532.15,1351.87,0.948,0.837,High,Medium
Z015,Malleshwaram,21,Evening Peak,1616,732.91,476.39,1634.21,1377.69,1.011,0.853,Critical,Medium
Z015,Malleshwaram,22,Evening Peak,1616,731.17,475.26,1669.96,1414.05,1.033,0.875,Critical,Medium
Z015,Malleshwaram,23,Late Night,1616,416.41,416.41,1049.66,1049.66,0.65,0.65,Low,Low
Z016,Sarjapur Road,0,Night,1427,308.76,566.84,852.46,1110.54,0.597,0.778,Low,Medium
Z016,Sarjapur Road,1,Night,1427,313.36,592.28,950.28,1229.2,0.666,0.861,Low,Medium
Z016,Sarjapur Road,2,Night,1427,300.6,577.45,925.28,1202.13,0.648,0.842,Low,Medium
Z016,Sarjapur Road,3,Night,1427,258.16,513.05,834.88,1089.77,0.585,0.764,Low,Medium
Z016,Sarjapur Road,4,Night,1427,248.07,496.83,798.79,1047.55,0.56,0.734,Low,Low
Z016,Sarjapur Road,5,Night,1427,245.14,502.32,814.63,1071.81,0.571,0.751,Low,Medium
Z016,Sarjapur Road,6,Morning,1427,433.14,433.14,1228.34,1228.34,0.861,0.861,Medium,Medium
Z016,Sarjapur Road,7,Morning,1427,463.82,463.82,1177.42,1177.42,0.825,0.825,Medium,Medium
Z016,Sarjapur Road,8,Morning,1427,457.09,457.09,1139.91,1139.91,0.799,0.799,Medium,Medium
Z016,Sarjapur Road,9,Morning,1427,470.61,470.61,1192.6,1192.6,0.836,0.836,Medium,Medium
Z016,Sarjapur Road,10,Day,1427,619.4,619.4,1343.56,1343.56,0.942,0.942,High,High
Z016,Sarjapur Road,11,Day,1427,603.72,603.72,1449.08,1449.08,1.015,1.015,Critical,Critical
Z016,Sarjapur Road,12,Day,1427,623.11,623.11,1344.78,1344.78,0.942,0.942,High,High
Z016,Sarjapur Road,13,Day,1427,599.71,599.71,1437.59,1437.59,1.007,1.007,Critical,Critical
Z016,Sarjapur Road,14,Day,1427,591.98,591.98,1421.72,1421.72,0.996,0.996,High,High
Z016,Sarjapur Road,15,Day,1427,621.89,621.89,1408.01,1408.01,0.987,0.987,High,High
Z016,Sarjapur Road,16,Day,1427,623.13,623.13,1424.89,1424.89,0.999,0.999,High,High
Z016,Sarjapur Road,17,Evening Peak,1427,710.73,461.97,1607.99,1359.23,1.127,0.953,Critical,High
Z016,Sarjapur Road,18,Evening Peak,1427,734.8,477.62,1703.67,1446.49,1.194,1.014,Critical,Critical
Z016,Sarjapur Road,19,Evening Peak,1427,728.25,473.36,1611.25,1356.36,1.129,0.95,Critical,High
Z016,Sarjapur Road,20,Evening Peak,1427,737.37,479.29,1609.25,1351.17,1.128,0.947,Critical,High
Z016,Sarjapur Road,21,Evening Peak,1427,791.01,514.16,1735.69,1458.84,1.216,1.022,Critical,Critical
Z016,Sarjapur Road,22,Evening Peak,1427,796.91,517.99,1730.33,1451.41,1.213,1.017,Critical,Critical
Z016,Sarjapur Road,23,Late Night,1427,428.01,428.01,1115.73,1115.73,0.782,0.782,Medium,Medium
Z017,Peenya,0,Night,3117,148.6,351.51,1695.17,1898.08,0.544,0.609,Low,Low
Z017,Peenya,1,Night,3117,150.16,335.33,1683.52,1868.69,0.54,0.6,Low,Low
Z017,Peenya,2,Night,3117,179.72,179.72,1883.54,1883.54,0.604,0.604,Low,Low
Z017,Peenya,3,Night,3117,181.99,181.99,1985.61,1985.61,0.637,0.637,Low,Low
Z017,Peenya,4,Night,3117,184.83,348.88,1754.86,1918.91,0.563,0.616,Low,Low
Z017,Peenya,5,Night,3117,182.97,182.97,1934.22,1934.22,0.621,0.621,Low,Low
Z017,Peenya,6,Morning,3117,415.57,415.57,2562.25,2562.25,0.822,0.822,Medium,Medium
Z017,Peenya,7,Morning,3117,415.63,415.63,2727.71,2727.71,0.875,0.875,Medium,Medium
Z017,Peenya,8,Morning,3117,421.46,421.46,2600.58,2600.58,0.834,0.834,Medium,Medium
Z017,Peenya,9,Morning,3117,424.19,424.19,2484.85,2484.85,0.797,0.797,Medium,Medium
Z017,Peenya,10,Day,3117,380.1,380.1,2499.74,2499.74,0.802,0.802,Medium,Medium
Z017,Peenya,11,Day,3117,387.74,387.74,2848.08,2848.08,0.914,0.914,High,High
Z017,Peenya,12,Day,3117,338.31,338.31,2481.63,2481.63,0.796,0.796,Medium,Medium
Z017,Peenya,13,Day,3117,337.65,337.65,2599.16,2599.16,0.834,0.834,Medium,Medium
Z017,Peenya,14,Day,3117,328.67,328.67,2812.01,2812.01,0.902,0.902,High,High
Z017,Peenya,15,Day,3117,339.1,339.1,2722.24,2722.24,0.873,0.873,Medium,Medium
Z017,Peenya,16,Day,3117,380.03,380.03,2721.73,2721.73,0.873,0.873,Medium,Medium
Z017,Peenya,17,Evening Peak,3117,386.6,251.29,3141.56,3006.25,1.008,0.964,Critical,High
Z017,Peenya,18,Evening Peak,3117,390.1,292.57,3094.69,2997.16,0.993,0.962,High,High
Z017,Peenya,19,Evening Peak,3117,421.5,316.12,3041.55,2936.17,0.976,0.942,High,High
Z017,Peenya,20,Evening Peak,3117,396.58,297.44,3082.53,2983.39,0.989,0.957,High,High
Z017,Peenya,21,Evening Peak,3117,259.63,194.72,2927.41,2862.5,0.939,0.918,High,High
Z017,Peenya,22,Evening Peak,3117,199.44,149.58,2938.74,2888.88,0.943,0.927,High,High
Z017,Peenya,23,Late Night,3117,310.05,310.05,2116.89,2116.89,0.679,0.679,Low,Low
Z018,Majestic,0,Night,1925,131.8,131.8,893.53,893.53,0.464,0.464,Low,Low
Z018,Majestic,1,Night,1925,130.67,130.67,960.1,960.1,0.499,0.499,Low,Low
Z018,Majestic,2,Night,1925,130.86,130.86,902.21,902.21,0.469,0.469,Low,Low
Z018,Majestic,3,Night,1925,117.98,117.98,992.69,992.69,0.516,0.516,Low,Low
Z018,Majestic,4,Night,1925,122.98,122.98,892.5,892.5,0.464,0.464,Low,Low
Z018,Majestic,5,Night,1925,122.98,122.98,876.41,876.41,0.455,0.455,Low,Low
Z018,Majestic,6,Morning,1925,277.51,277.51,1303.86,1303.86,0.677,0.677,Low,Low
Z018,Majestic,7,Morning,1925,275.91,275.91,1280.91,1280.91,0.665,0.665,Low,Low
Z018,Majestic,8,Morning,1925,271.99,271.99,1415.79,1415.79,0.735,0.735,Low,Low
Z018,Majestic,9,Morning,1925,249.66,249.66,1219.62,1219.62,0.634,0.634,Low,Low
Z018,Majestic,10,Day,1925,537.72,537.72,1566.57,1566.57,0.814,0.814,Medium,Medium
Z018,Majestic,11,Day,1925,493.12,493.12,1677.31,1677.31,0.871,0.871,Medium,Medium
Z018,Majestic,12,Day,1925,508.26,508.26,1519.79,1519.79,0.79,0.79,Medium,Medium
Z018,Majestic,13,Day,1925,492.7,492.7,1705.57,1705.57,0.886,0.886,Medium,Medium
Z018,Majestic,14,Day,1925,521.77,521.77,1561.39,1561.39,0.811,0.811,Medium,Medium
Z018,Majestic,15,Day,1925,498.23,498.23,1609.82,1609.82,0.836,0.836,Medium,Medium
Z018,Majestic,16,Day,1925,498.57,498.57,1588.76,1588.76,0.825,0.825,Medium,Medium
Z018,Majestic,17,Evening Peak,1925,369.85,369.85,1609.97,1609.97,0.836,0.836,Medium,Medium
Z018,Majestic,18,Evening Peak,1925,361.47,361.47,1722.92,1722.92,0.895,0.895,Medium,Medium
Z018,Majestic,19,Evening Peak,1925,357.49,357.49,1617.11,1617.11,0.84,0.84,Medium,Medium
Z018,Majestic,20,Evening Peak,1925,352.92,352.92,1727.87,1727.87,0.898,0.898,Medium,Medium
Z018,Majestic,21,Evening Peak,1925,265.86,265.86,1507.8,1507.8,0.783,0.783,Medium,Medium
Z018,Majestic,22,Evening Peak,1925,222.21,222.21,1493.66,1493.66,0.776,0.776,Medium,Medium
Z018,Majestic,23,Late Night,1925,216.12,216.12,1104.41,1104.41,0.574,0.574,Low,Low
Z019,Bellandur,0,Night,1722,247.82,492.55,912.73,1157.46,0.53,0.672,Low,Low
Z019,Bellandur,1,Night,1722,246.91,494.43,970.36,1217.88,0.564,0.707,Low,Low
Z019,Bellandur,2,Night,1722,242.74,481.48,1039.04,1277.78,0.603,0.742,Low,Low
Z019,Bellandur,3,Night,1722,239.83,456.89,1070.32,1287.38,0.622,0.748,Low,Low
Z019,Bellandur,4,Night,1722,251.6,487.08,908.15,1143.63,0.527,0.664,Low,Low
Z019,Bellandur,5,Night,1722,232.43,475.49,1062.2,1305.26,0.617,0.758,Low,Medium
Z019,Bellandur,6,Morning,1722,395.51,395.51,1248.07,1248.07,0.725,0.725,Low,Low
Z019,Bellandur,7,Morning,1722,397.0,397.0,1247.17,1247.17,0.724,0.724,Low,Low
Z019,Bellandur,8,Morning,1722,362.94,362.94,1306.53,1306.53,0.759,0.759,Medium,Medium
Z019,Bellandur,9,Morning,1722,365.65,365.65,1366.94,1366.94,0.794,0.794,Medium,Medium
Z019,Bellandur,10,Day,1722,542.92,542.92,1511.68,1511.68,0.878,0.878,Medium,Medium
Z019,Bellandur,11,Day,1722,551.24,551.24,1477.76,1477.76,0.858,0.858,Medium,Medium
Z019,Bellandur,12,Day,1722,550.78,550.78,1552.03,1552.03,0.901,0.901,High,High
Z019,Bellandur,13,Day,1722,475.12,475.12,1539.82,1539.82,0.894,0.894,Medium,Medium
Z019,Bellandur,14,Day,1722,471.31,471.31,1540.49,1540.49,0.895,0.895,Medium,Medium
Z019,Bellandur,15,Day,1722,491.22,491.22,1547.04,1547.04,0.898,0.898,Medium,Medium
Z019,Bellandur,16,Day,1722,500.33,500.33,1590.18,1590.18,0.923,0.923,High,High
Z019,Bellandur,17,Evening Peak,1722,672.81,437.33,1790.06,1554.58,1.04,0.903,Critical,High
Z019,Bellandur,18,Evening Peak,1722,699.23,454.5,1900.93,1656.2,1.104,0.962,Critical,High
Z019,Bellandur,19,Evening Peak,1722,707.19,459.67,1811.28,1563.76,1.052,0.908,Critical,High
Z019,Bellandur,20,Evening Peak,1722,682.11,443.37,1829.28,1590.54,1.062,0.924,Critical,High
Z019,Bellandur,21,Evening Peak,1722,694.46,451.4,1770.64,1527.58,1.028,0.887,Critical,Medium
Z019,Bellandur,22,Evening Peak,1722,620.18,403.12,1786.88,1569.82,1.038,0.912,Critical,High
Z019,Bellandur,23,Late Night,1722,344.29,344.29,1167.66,1167.66,0.678,0.678,Low,Low
Z020,Kengeri,0,Night,1625,200.83,436.71,856.2,1092.08,0.527,0.672,Low,Low
Z020,Kengeri,1,Night,1625,204.83,442.34,1004.84,1242.35,0.618,0.765,Low,Medium
Z020,Kengeri,2,Night,1625,201.81,442.25,1006.98,1247.42,0.62,0.768,Low,Medium
Z020,Kengeri,3,Night,1625,203.72,442.88,989.26,1228.42,0.609,0.756,Low,Medium
Z020,Kengeri,4,Night,1625,199.92,439.31,901.53,1140.92,0.555,0.702,Low,Low
Z020,Kengeri,5,Night,1625,220.04,459.22,1028.86,1268.04,0.633,0.78,Low,Medium
Z020,Kengeri,6,Morning,1625,293.83,293.83,1238.4,1238.4,0.762,0.762,Medium,Medium
Z020,Kengeri,7,Morning,1625,300.08,300.08,1118.73,1118.73,0.688,0.688,Low,Low
Z020,Kengeri,8,Morning,1625,303.19,303.19,1135.64,1135.64,0.699,0.699,Low,Low
Z020,Kengeri,9,Morning,1625,293.45,293.45,1133.19,1133.19,0.697,0.697,Low,Low
Z020,Kengeri,10,Day,1625,258.19,258.19,1224.05,1224.05,0.753,0.753,Medium,Medium
Z020,Kengeri,11,Day,1625,276.91,276.91,1146.64,1146.64,0.706,0.706,Low,Low
Z020,Kengeri,12,Day,1625,266.17,266.17,1159.96,1159.96,0.714,0.714,Low,Low
Z020,Kengeri,13,Day,1625,278.71,278.71,1154.38,1154.38,0.71,0.71,Low,Low
Z020,Kengeri,14,Day,1625,288.69,288.69,1304.59,1304.59,0.803,0.803,Medium,Medium
Z020,Kengeri,15,Day,1625,292.48,292.48,1329.99,1329.99,0.818,0.818,Medium,Medium
Z020,Kengeri,16,Day,1625,280.73,280.73,1242.44,1242.44,0.765,0.765,Medium,Medium
Z020,Kengeri,17,Evening Peak,1625,673.94,438.06,1859.82,1623.94,1.145,0.999,Critical,High
Z020,Kengeri,18,Evening Peak,1625,683.97,444.58,1771.61,1532.22,1.09,0.943,Critical,High
Z020,Kengeri,19,Evening Peak,1625,683.31,444.15,1758.58,1519.42,1.082,0.935,Critical,High
Z020,Kengeri,20,Evening Peak,1625,678.6,441.09,1827.89,1590.38,1.125,0.979,Critical,High
Z020,Kengeri,21,Evening Peak,1625,686.97,446.53,1804.31,1563.87,1.11,0.962,Critical,High
Z020,Kengeri,22,Evening Peak,1625,683.37,444.19,1723.25,1484.07,1.06,0.913,Critical,High
Z020,Kengeri,23,Late Night,1625,421.7,421.7,1210.18,1210.18,0.745,0.745,Low,Low
