zone_id,zone_name,peak_hour,original_risk_level,original_ev_load_kw,original_total_load_kw,original_load_ratio,recommended_shift_percent,shifted_load_kw,allocated_shift_kw,unallocated_shift_kw,recommended_offpeak_hours,feasibility_status,expected_peak_load_reduction_kw,expected_peak_load_reduction_percent,recommendation_text,explanation
Z015,Malleshwaram,20,High,721.13,1532.15,0.948,0.25,180.28,180.28,0.0,04:00,Feasible,180.28,11.77,Shift 25% of EV charging from 20:00 to off-peak hours 04:00.,Malleshwaram at 20:00 is High because load reaches 94.8% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,17,Critical,710.73,1607.99,1.127,0.35,248.76,248.76,0.0,04:00,Feasible,248.76,15.47,Shift 35% of EV charging from 17:00 to off-peak hours 04:00.,Sarjapur Road at 17:00 is Critical because load reaches 112.7% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,18,Critical,734.8,1703.67,1.194,0.35,257.18,257.18,0.0,05:00,Feasible,257.18,15.1,Shift 35% of EV charging from 18:00 to off-peak hours 05:00.,Sarjapur Road at 18:00 is Critical because load reaches 119.4% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,19,Critical,728.25,1611.25,1.129,0.35,254.89,254.89,0.0,03:00,Feasible,254.89,15.82,Shift 35% of EV charging from 19:00 to off-peak hours 03:00.,Sarjapur Road at 19:00 is Critical because load reaches 112.9% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,20,Critical,737.37,1609.25,1.128,0.35,258.08,258.08,0.0,00:00,Feasible,258.08,16.04,Shift 35% of EV charging from 20:00 to off-peak hours 00:00.,Sarjapur Road at 20:00 is Critical because load reaches 112.8% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,21,Critical,791.01,1735.69,1.216,0.35,276.85,276.85,0.0,02:00,Feasible,276.85,15.95,Shift 35% of EV charging from 21:00 to off-peak hours 02:00.,Sarjapur Road at 21:00 is Critical because load reaches 121.6% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z016,Sarjapur Road,22,Critical,796.91,1730.33,1.213,0.35,278.92,278.92,0.0,01:00,Feasible,278.92,16.12,Shift 35% of EV charging from 22:00 to off-peak hours 01:00.,Sarjapur Road at 22:00 is Critical because load reaches 121.3% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,17,Critical,386.6,3141.56,1.008,0.35,135.31,135.31,0.0,01:00,Feasible,135.31,4.31,Shift 35% of EV charging from 17:00 to off-peak hours 01:00.,Peenya at 17:00 is Critical because load reaches 100.8% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,18,High,390.1,3094.69,0.993,0.25,97.53,97.53,0.0,00:00,Feasible,97.53,3.15,Shift 25% of EV charging from 18:00 to off-peak hours 00:00.,Peenya at 18:00 is High because load reaches 99.3% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,20,High,396.58,3082.53,0.989,0.25,99.14,99.14,0.0,04:00,Feasible,99.14,3.22,Shift 25% of EV charging from 20:00 to off-peak hours 04:00.,Peenya at 20:00 is High because load reaches 98.9% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,19,High,421.5,3041.55,0.976,0.25,105.38,105.38,0.0,00:00,Feasible,105.38,3.46,Shift 25% of EV charging from 19:00 to off-peak hours 00:00.,Peenya at 19:00 is High because load reaches 97.6% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,22,High,199.44,2938.74,0.943,0.25,49.86,49.86,0.0,01:00,Feasible,49.86,1.7,Shift 25% of EV charging from 22:00 to off-peak hours 01:00.,Peenya at 22:00 is High because load reaches 94.3% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z017,Peenya,21,High,259.63,2927.41,0.939,0.25,64.91,64.91,0.0,04:00,Feasible,64.91,2.22,Shift 25% of EV charging from 21:00 to off-peak hours 04:00.,Peenya at 21:00 is High because load reaches 93.9% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,17,Critical,672.81,1790.06,1.04,0.35,235.48,235.48,0.0,04:00,Feasible,235.48,13.15,Shift 35% of EV charging from 17:00 to off-peak hours 04:00.,Bellandur at 17:00 is Critical because load reaches 104.0% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,18,Critical,699.23,1900.93,1.104,0.35,244.73,244.73,0.0,00:00,Feasible,244.73,12.87,Shift 35% of EV charging from 18:00 to off-peak hours 00:00.,Bellandur at 18:00 is Critical because load reaches 110.4% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,19,Critical,707.19,1811.28,1.052,0.35,247.52,247.52,0.0,01:00,Feasible,247.52,13.67,Shift 35% of EV charging from 19:00 to off-peak hours 01:00.,Bellandur at 19:00 is Critical because load reaches 105.2% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,20,Critical,682.11,1829.28,1.062,0.35,238.74,238.74,0.0,02:00,Feasible,238.74,13.05,Shift 35% of EV charging from 20:00 to off-peak hours 02:00.,Bellandur at 20:00 is Critical because load reaches 106.2% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,21,Critical,694.46,1770.64,1.028,0.35,243.06,243.06,0.0,05:00,Feasible,243.06,13.73,Shift 35% of EV charging from 21:00 to off-peak hours 05:00.,Bellandur at 21:00 is Critical because load reaches 102.8% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z019,Bellandur,22,Critical,620.18,1786.88,1.038,0.35,217.06,217.06,0.0,03:00,Feasible,217.06,12.15,Shift 35% of EV charging from 22:00 to off-peak hours 03:00.,Bellandur at 22:00 is Critical because load reaches 103.8% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,17,Critical,673.94,1859.82,1.145,0.35,235.88,235.88,0.0,00:00,Feasible,235.88,12.68,Shift 35% of EV charging from 17:00 to off-peak hours 00:00.,Kengeri at 17:00 is Critical because load reaches 114.5% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,18,Critical,683.97,1771.61,1.09,0.35,239.39,239.39,0.0,04:00,Feasible,239.39,13.51,Shift 35% of EV charging from 18:00 to off-peak hours 04:00.,Kengeri at 18:00 is Critical because load reaches 109.0% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,19,Critical,683.31,1758.58,1.082,0.35,239.16,239.16,0.0,03:00,Feasible,239.16,13.6,Shift 35% of EV charging from 19:00 to off-peak hours 03:00.,Kengeri at 19:00 is Critical because load reaches 108.2% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,20,Critical,678.6,1827.89,1.125,0.35,237.51,237.51,0.0,01:00,Feasible,237.51,12.99,Shift 35% of EV charging from 20:00 to off-peak hours 01:00.,Kengeri at 20:00 is Critical because load reaches 112.5% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,21,Critical,686.97,1804.31,1.11,0.35,240.44,240.44,0.0,02:00,Feasible,240.44,13.33,Shift 35% of EV charging from 21:00 to off-peak hours 02:00.,Kengeri at 21:00 is Critical because load reaches 111.0% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
Z020,Kengeri,22,Critical,683.37,1723.25,1.06,0.35,239.18,239.18,0.0,05:00,Feasible,239.18,13.88,Shift 35% of EV charging from 22:00 to off-peak hours 05:00.,Kengeri at 22:00 is Critical because load reaches 106.0% of transformer capacity. Shifting charging demand reduces peak stress while keeping off-peak load below 90% capacity where feasible.
